object,cap-shape,cap-surface,cap-color,bruises,odor,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
152,2.0,2.0,8.0,0.0,1.0,2.0,0.0,0.0,4.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,3.0,0.0
153,5.0,0.0,0.0,1.0,6.0,2.0,0.0,1.0,0.0,0.0,3.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,4.0,4.0
154,2.0,3.0,8.0,0.0,0.0,2.0,1.0,1.0,10.0,1.0,0.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,6.0,4.0,6.0
155,2.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,10.0,0.0,5.0,3.0,1.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,3.0,0.0
156,0.0,2.0,9.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,2.0,0.0
157,2.0,2.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,2.0,0.0
158,0.0,2.0,8.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,3.0,2.0
159,0.0,3.0,9.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,3.0,0.0
160,0.0,3.0,9.0,0.0,1.0,2.0,0.0,0.0,4.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,3.0,2.0
161,0.0,2.0,9.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,2.0,0.0
162,2.0,0.0,0.0,1.0,6.0,2.0,0.0,1.0,0.0,0.0,3.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,5.0,4.0
163,3.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,5.0,3.0,1.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,5.0,0.0
164,2.0,2.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,3.0,0.0
165,3.0,2.0,9.0,0.0,1.0,2.0,0.0,0.0,10.0,0.0,5.0,3.0,1.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,5.0,3.0
166,0.0,3.0,8.0,0.0,0.0,2.0,0.0,0.0,10.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,3.0,0.0
167,0.0,3.0,8.0,0.0,0.0,2.0,0.0,0.0,10.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,3.0,2.0
168,2.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,10.0,0.0,5.0,3.0,1.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,5.0,0.0
169,0.0,3.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,3.0,0.0
170,2.0,0.0,3.0,1.0,6.0,2.0,0.0,1.0,4.0,0.0,3.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,5.0,4.0
171,0.0,3.0,9.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,3.0,0.0
172,2.0,0.0,9.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,6.0,4.0,6.0
173,0.0,2.0,9.0,0.0,0.0,2.0,0.0,0.0,10.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,3.0,0.0
174,3.0,2.0,9.0,0.0,1.0,2.0,0.0,0.0,7.0,0.0,5.0,3.0,1.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,3.0,0.0
175,0.0,2.0,8.0,0.0,1.0,2.0,0.0,0.0,10.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,2.0,2.0
176,0.0,2.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,2.0,2.0
177,0.0,2.0,9.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,3.0,0.0
178,2.0,2.0,9.0,0.0,1.0,2.0,0.0,0.0,4.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,2.0,2.0
179,0.0,3.0,9.0,0.0,1.0,2.0,0.0,0.0,4.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,2.0,0.0
180,2.0,2.0,8.0,0.0,7.0,2.0,0.0,1.0,7.0,0.0,3.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,4.0,4.0
181,5.0,0.0,0.0,1.0,6.0,2.0,0.0,1.0,4.0,0.0,3.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,5.0,4.0
182,3.0,0.0,0.0,1.0,6.0,2.0,0.0,1.0,4.0,0.0,3.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,4.0,4.0
183,2.0,3.0,9.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,3.0,2.0
184,3.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,0.0,5.0,3.0,1.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,3.0,3.0
185,2.0,2.0,8.0,0.0,7.0,2.0,0.0,1.0,0.0,0.0,3.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,3.0,0.0
186,0.0,3.0,8.0,0.0,1.0,2.0,0.0,0.0,4.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,3.0,2.0
187,3.0,0.0,3.0,1.0,6.0,2.0,0.0,1.0,7.0,0.0,3.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,4.0,4.0
188,0.0,2.0,9.0,0.0,1.0,2.0,0.0,0.0,4.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,2.0,0.0
189,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,10.0,0.0,5.0,3.0,1.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,5.0,3.0
190,2.0,0.0,8.0,1.0,6.0,2.0,1.0,0.0,7.0,1.0,3.0,3.0,0.0,7.0,7.0,0.0,2.0,1.0,1.0,0.0,3.0,0.0
191,2.0,3.0,8.0,0.0,1.0,2.0,1.0,1.0,10.0,1.0,0.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,4.0,6.0
192,0.0,3.0,8.0,0.0,1.0,2.0,0.0,0.0,10.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,3.0,2.0
193,3.0,3.0,9.0,0.0,0.0,2.0,1.0,1.0,10.0,1.0,0.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,4.0,6.0
194,2.0,3.0,9.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,2.0,2.0
195,3.0,0.0,3.0,1.0,6.0,2.0,0.0,1.0,4.0,0.0,3.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,5.0,4.0
196,0.0,3.0,9.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,3.0,0.0
197,2.0,3.0,8.0,0.0,1.0,2.0,0.0,0.0,4.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,2.0,2.0
198,2.0,2.0,8.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,3.0,2.0
199,3.0,3.0,8.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,4.0,6.0
200,2.0,2.0,9.0,0.0,1.0,2.0,0.0,0.0,10.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,3.0,0.0
201,0.0,3.0,8.0,0.0,1.0,2.0,0.0,0.0,10.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,3.0,0.0
202,2.0,3.0,8.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,2.0,0.0
203,2.0,0.0,8.0,1.0,6.0,2.0,1.0,0.0,3.0,1.0,3.0,0.0,3.0,7.0,7.0,0.0,2.0,1.0,1.0,0.0,3.0,0.0
204,3.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,5.0,3.0,1.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,5.0,3.0
205,2.0,3.0,8.0,0.0,7.0,2.0,0.0,1.0,0.0,0.0,3.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,4.0,4.0
206,0.0,3.0,8.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,2.0,0.0
207,0.0,3.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,3.0,2.0
208,0.0,2.0,8.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,2.0,0.0
209,0.0,2.0,8.0,0.0,0.0,2.0,0.0,0.0,10.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,2.0,0.0
210,2.0,3.0,9.0,0.0,0.0,2.0,0.0,0.0,10.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,3.0,0.0
211,0.0,3.0,8.0,0.0,1.0,2.0,0.0,0.0,10.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,2.0,2.0
212,2.0,0.0,9.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,4.0,6.0
213,2.0,0.0,3.0,1.0,6.0,2.0,0.0,1.0,1.0,0.0,3.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,5.0,4.0
214,3.0,2.0,9.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,5.0,3.0,1.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,3.0,0.0
215,0.0,3.0,8.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,2.0,2.0
216,2.0,3.0,9.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,3.0,0.0
217,2.0,2.0,9.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,3.0,0.0
218,2.0,2.0,8.0,0.0,1.0,2.0,0.0,0.0,10.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,3.0,0.0
219,5.0,0.0,3.0,1.0,6.0,2.0,0.0,1.0,7.0,0.0,3.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,4.0,4.0
220,2.0,3.0,8.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,2.0,2.0
221,2.0,3.0,8.0,0.0,7.0,2.0,0.0,1.0,0.0,0.0,3.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,3.0,0.0
222,2.0,2.0,9.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,5.0,3.0,1.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,3.0,0.0
223,3.0,0.0,8.0,0.0,0.0,2.0,1.0,1.0,7.0,1.0,0.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,4.0,6.0
224,2.0,2.0,8.0,0.0,1.0,2.0,0.0,0.0,4.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,2.0,2.0
225,0.0,2.0,8.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,3.0,0.0
226,2.0,3.0,8.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,2.0,0.0
227,2.0,3.0,9.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,3.0,0.0
228,2.0,2.0,0.0,0.0,7.0,2.0,0.0,1.0,7.0,0.0,3.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,4.0,4.0
229,0.0,3.0,9.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,2.0,0.0
230,2.0,0.0,3.0,1.0,6.0,2.0,0.0,1.0,1.0,0.0,3.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,5.0,4.0
231,2.0,2.0,8.0,0.0,7.0,2.0,0.0,1.0,0.0,0.0,3.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,3.0,4.0
232,2.0,2.0,9.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,5.0,3.0,1.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,5.0,3.0
233,3.0,0.0,0.0,1.0,6.0,2.0,0.0,1.0,0.0,0.0,3.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,4.0,4.0
234,0.0,3.0,8.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,2.0,0.0
235,2.0,0.0,8.0,0.0,1.0,2.0,1.0,1.0,10.0,1.0,0.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,4.0,6.0
236,2.0,2.0,8.0,0.0,1.0,2.0,0.0,0.0,10.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,3.0,0.0
237,0.0,2.0,9.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,3.0,0.0
238,2.0,2.0,9.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,5.0,3.0,1.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,3.0,0.0
239,3.0,2.0,9.0,0.0,0.0,2.0,0.0,0.0,7.0,0.0,5.0,3.0,1.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,3.0,3.0
240,3.0,2.0,9.0,0.0,0.0,2.0,0.0,0.0,10.0,0.0,5.0,3.0,1.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,5.0,3.0
241,2.0,3.0,8.0,0.0,1.0,2.0,0.0,0.0,10.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,3.0,0.0
242,2.0,3.0,8.0,0.0,0.0,2.0,0.0,0.0,10.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,2.0,2.0
243,2.0,3.0,8.0,0.0,7.0,2.0,0.0,1.0,1.0,0.0,3.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,4.0,4.0
244,3.0,0.0,8.0,0.0,0.0,2.0,1.0,1.0,7.0,1.0,0.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,6.0,4.0,6.0
245,2.0,3.0,8.0,0.0,1.0,2.0,0.0,0.0,10.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,3.0,0.0
246,2.0,3.0,8.0,0.0,1.0,2.0,1.0,1.0,7.0,1.0,0.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,6.0,4.0,6.0
247,2.0,2.0,8.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,3.0,2.0
248,3.0,2.0,9.0,0.0,1.0,2.0,0.0,0.0,10.0,0.0,5.0,3.0,1.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,5.0,3.0
249,2.0,3.0,0.0,1.0,6.0,2.0,1.0,0.0,7.0,1.0,3.0,0.0,3.0,7.0,7.0,0.0,2.0,1.0,1.0,0.0,3.0,0.0
250,3.0,2.0,9.0,0.0,0.0,2.0,0.0,0.0,10.0,0.0,5.0,3.0,1.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,5.0,0.0
251,2.0,3.0,0.0,0.0,7.0,2.0,0.0,1.0,7.0,0.0,3.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,3.0,0.0
252,5.0,0.0,0.0,1.0,6.0,2.0,0.0,1.0,4.0,0.0,3.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,4.0,4.0
253,0.0,2.0,9.0,0.0,1.0,2.0,0.0,0.0,10.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,3.0,2.0
254,0.0,3.0,8.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,3.0,0.0
255,0.0,2.0,8.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,2.0,2.0
256,3.0,0.0,0.0,1.0,6.0,2.0,0.0,1.0,0.0,0.0,3.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,4.0,4.0
257,2.0,3.0,8.0,0.0,0.0,2.0,0.0,0.0,10.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,2.0,2.0
258,0.0,2.0,8.0,0.0,1.0,2.0,0.0,0.0,4.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,2.0,0.0
259,0.0,2.0,8.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,2.0,2.0
260,3.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,10.0,0.0,5.0,3.0,1.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,3.0,0.0
261,2.0,2.0,8.0,0.0,7.0,2.0,0.0,1.0,0.0,0.0,3.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,4.0,0.0
262,2.0,3.0,8.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,2.0,0.0
263,2.0,2.0,8.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,3.0,2.0
264,3.0,0.0,8.0,0.0,1.0,2.0,1.0,1.0,10.0,1.0,0.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,6.0,4.0,6.0
265,3.0,0.0,3.0,1.0,6.0,2.0,0.0,1.0,4.0,0.0,3.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,4.0,4.0
266,3.0,3.0,3.0,1.0,6.0,2.0,1.0,0.0,7.0,1.0,3.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0
267,2.0,2.0,9.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,3.0,2.0
268,0.0,3.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,3.0,2.0
269,3.0,2.0,0.0,0.0,7.0,2.0,0.0,1.0,10.0,0.0,3.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,3.0,4.0
270,2.0,3.0,8.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,2.0,2.0
271,3.0,3.0,0.0,0.0,7.0,2.0,0.0,1.0,10.0,0.0,3.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,4.0,4.0
272,2.0,2.0,8.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,3.0,0.0
273,2.0,2.0,9.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,2.0,2.0
274,3.0,2.0,9.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,5.0,3.0,1.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,3.0,3.0
275,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,10.0,0.0,5.0,3.0,1.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,3.0,3.0
276,3.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,10.0,0.0,5.0,3.0,1.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,5.0,0.0
277,2.0,2.0,8.0,0.0,0.0,2.0,0.0,0.0,10.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,2.0,2.0
278,3.0,0.0,0.0,1.0,6.0,2.0,1.0,0.0,3.0,1.0,3.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,1.0,0.0,3.0,0.0
279,2.0,3.0,9.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,2.0,2.0
280,2.0,2.0,8.0,0.0,7.0,2.0,0.0,1.0,10.0,0.0,3.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,3.0,0.0
281,0.0,2.0,9.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,2.0,2.0
282,5.0,0.0,0.0,1.0,6.0,2.0,0.0,1.0,7.0,0.0,3.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,4.0,4.0
283,2.0,3.0,9.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,3.0,2.0
284,0.0,2.0,8.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,2.0,2.0
285,3.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,5.0,3.0,1.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,3.0,0.0
286,0.0,2.0,9.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,3.0,2.0
287,0.0,2.0,8.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,3.0,0.0
288,2.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,5.0,3.0,1.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,5.0,3.0
289,3.0,0.0,3.0,1.0,6.0,2.0,0.0,1.0,7.0,0.0,3.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,5.0,4.0
290,2.0,0.0,3.0,1.0,6.0,2.0,0.0,1.0,4.0,0.0,3.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,5.0,4.0
291,0.0,2.0,9.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,3.0,0.0
292,2.0,3.0,9.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,3.0,2.0
293,0.0,2.0,8.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,3.0,0.0
294,2.0,3.0,8.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,3.0,2.0
295,0.0,3.0,9.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,2.0,2.0
296,2.0,3.0,9.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,3.0,2.0
297,2.0,0.0,3.0,1.0,6.0,2.0,1.0,0.0,7.0,1.0,3.0,0.0,0.0,7.0,7.0,0.0,2.0,1.0,1.0,0.0,3.0,0.0
298,3.0,3.0,9.0,0.0,0.0,2.0,1.0,1.0,7.0,1.0,0.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,4.0,6.0
299,2.0,2.0,8.0,0.0,7.0,2.0,0.0,1.0,7.0,0.0,3.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,3.0,0.0
300,2.0,0.0,8.0,1.0,6.0,2.0,1.0,0.0,0.0,1.0,3.0,0.0,3.0,7.0,7.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0
301,0.0,2.0,8.0,0.0,0.0,2.0,0.0,0.0,10.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,3.0,0.0
302,2.0,3.0,9.0,0.0,1.0,2.0,1.0,1.0,10.0,1.0,0.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,1.0,4.0,6.0
303,0.0,2.0,8.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,3.0,0.0
304,2.0,2.0,8.0,0.0,1.0,2.0,0.0,0.0,4.0,0.0,1.0,3.0,3.0,7.0,7.0,0.0,2.0,1.0,5.0,0.0,3.0,0.0
